,collocation,translate
34136,houseguest,房客
34137,graying,变灰
34138,trackless,无轨
34139,metanarrative,元代词
34140,anticlimax,反高潮
34141,literalism,字面主义
34142,over-reliance,过度依赖
34143,coziness,舒适
34144,starlike,像星星一样
34145,glutamate,谷氨酸
34146,single-celled,单细胞
34147,brickwork,砖瓦工
34148,classless,无类
34149,hayfield,海菲尔德
34150,critical-thinking,批判性思维
34151,autobahn,高速公路
34152,uproariously,喧闹地
34153,heart-rate,心率
34154,computer-mediated,计算机中介的
34155,criterion-referenced,标准-参考
34156,coulee,库利
34157,fracturing,压裂
34158,deliveryman,送货员
34159,flamboyantly,华丽的
34160,borehole,钻孔
34161,motorway,高速公路
34162,toggle,切换
34163,lit,点亮
34164,aggravating,令人恼火
34165,underpaid,薪酬过低
34166,argot,行话
34167,frontiersman,边疆人
34168,deflector,导流板
34169,anti-establishment,反建制
34170,interpolate,插补
34171,uncoil,展开卷曲
34172,airframe,机身
34173,glassy-eyed,眼神呆滞
34174,urbanize,城镇化
34175,gantlet,龙门架
34176,bejeweled,珠光宝气
34177,clipless,无剪贴式
34178,anti-gun,反枪支
34179,vertex,顶点
34180,lower-body,下半身
34181,miniaturized,小型化
34182,debridement,清创
34183,seven-figure,七位数
34184,disjuncture,脱节
34185,tenuously,微妙地
34186,nectarine,油桃
34187,pulp,纸浆
34188,one-hundred,一百美元
34189,secularized,世俗化
34190,gossipy,八卦
34191,delightedly,欣喜地
34192,subversive,颠覆性的
34193,flowerbed,花坛
34194,inkwell,墨水井
34195,same-store,同店
34196,ghost,鬼
34197,gigolo,舞男
34198,quilting,缝被子
34199,hominy,粗俗的
34200,whimsically,异想天开
34201,untutored,未经辅导
34202,perfidy,背叛者
34203,cantilever,悬臂
34204,puncher,打孔机
34205,underscore,下划线
34206,neurobiology,神经生物学
34207,single-story,单层
34208,coptic,科普特人
34209,busyness,忙碌
34210,griot,格里奥特
34211,unkindly,不友善的
34212,overeager,过于急切
34213,brick-and-mortar,实体店
34214,slalom,激流回旋
34215,fast-talking,语速极快
34216,big-band,大乐队
34217,pre-modern,前现代
34218,squeegee,橡皮擦
34219,preemie,早产婴儿
34220,pint-size,品脱大小
34221,faint-hearted,胆小鬼
34222,impertinence,无礼
34223,cloaked,披着斗篷
34224,boxlike,盒状
34225,signet,Signet
34226,biggest-selling,最畅销
34227,fibula,腓骨
34228,thought-out,深思熟虑
34229,unasked,不请自来
34230,tight-fisted,吝啬小气
34231,dark-brown,深棕色
34232,nitwit,笨蛋
34233,indent,缩进
34234,larger-scale,更大规模
34235,boosterism,助推主义
34236,hellenic,希腊语
34237,leapfrog,越级
34238,seaworthy,适航
34239,unwholesome,不卫生的
34240,back-office,后台办公室
34241,thwack,重击
34242,hard-luck,倒霉蛋
34243,imminence,迫在眉睫
34244,english-only,仅限英语
34245,prostatectomy,前列腺摘除
34246,intubate,插管
34247,scratched,有划痕
34248,pull-down,下拉菜单
34249,deforested,森林遭到砍伐
34250,brier,荆棘
34251,ideational,概念上的
34252,broadsheet,大报
34253,whooping,欢呼声
34254,scammer,诈骗者
34255,hazing,欺凌
34256,subject-matter,主题--
34257,boomerang,回旋镖
34258,wayfarer,旅途人
34259,visible-light,可见光
34260,molybdenum,钼
34261,park-like,像公园一样
34262,dishtowel,洗碗巾
34263,hovercraft,气垫船
34264,ashkenazi,德系克肯纳齐人
34265,wifely,像妻子一样
34266,pimiento,皮米安托
34267,stringently,严格地
34268,parenthetically,插入语
34269,(proctor),(Proctor)
34270,do-nothing,无所事事
34271,haughtily,傲慢地
34272,scheming,阴谋诡计
34273,hundred-dollar,百元
34274,mid-1940s,20世纪40年代中期
34275,soundproof,隔音
34276,pasteurization,巴氏杀菌法
34277,derriere,臀部
34278,carillon,钟琴
34279,cyanobacteria,蓝藻
34280,diffidence,缺乏自信
34281,overwork,过度劳累
34282,company-owned,公司所有
34283,antechamber,前厅
34284,dilated,扩张的
34285,pass-through,直通
34286,validly,有效地
34287,payoff,回报
34288,steamroller,压路机
34289,yellow,黄色
34290,apprehensively,令人担忧的
34291,disrupter,破坏者
34292,(here),(此处)
34293,low-post,低位
34294,(baba),(巴巴)
34295,transferability,可转让性
34296,carbon-based,碳基
34297,semi-official,半官方的
34298,picked,已拾取
34299,remix,混音
34300,longest-serving,任职时间最长的
34301,ibm-compatible,与IBM兼容
34302,chromatography,层析
34303,accouterments,饰品
34304,memorized,记住了
34305,obeisance,敬拜
34306,supertanker,超级油轮
34307,self-reflexive,自我反身
34308,high-wage,高薪
34309,caballero,卡巴列罗
34310,febrile,发烧
34311,vacillation,犹豫不决
34312,top-ranking,一流的
34313,disgustingly,令人作呕
34314,heartsick,心碎了
34315,siphon,虹吸式
34316,reaganite,里根石
34317,jangle,刺耳的声音
34318,nubile,可亲的
34319,phantasm,幻觉
34320,ornithology,鸟类学
34321,crinkled,皱巴巴的
34322,(tinker),(小叮当)
34323,nitpick,吹毛求疵
34324,uncollected,未收集
34325,resveratrol,白藜芦醇
34326,legless,无腿
34327,going-away,即将离别
34328,outdid,优胜者
34329,earth-moving,感天动地
34330,maoist,毛派
34331,striation,条纹
34332,arrestee,被捕者
34333,bratwurst,德国烤香肠
34334,oxymoronic,矛盾形容词
34335,noisemaker,制造噪音的人
34336,co-occur,同现
34337,orderliness,井然有序
34338,speculatively,推测性的
34339,mexicano,墨西哥
34340,biofilm,生物膜
34341,felled,被砍伐
34342,two-wheeled,两轮汽车
34343,double-barreled,双管式
34344,(bel),(贝尔)
34345,factoid,拟因子
34346,hydrodynamic,水动力
34347,self-reliance,自力更生
34348,jumpstart,跳跃启动
34349,o-ring,O形圈
34350,social-emotional,社交-情感
34351,condescendingly,居高临下
34352,churning,搅动
34353,half-court,半场
34354,pell-mell,杂乱无章
34355,sally,莎莉
34356,disconcertingly,令人不安
34357,much-loved,备受喜爱
34358,provable,可证明的
34359,bright-colored,色彩鲜艳
34360,octogenarian,八十多岁的老人
34361,pendulous,悬垂的
34362,iambic,抑扬格
34363,baht,泰铢
34364,photo-op,拍照-操作
34365,biphenyl,联苯
34366,tarry,柏油路
34367,sharpie,夏皮
34368,cooper,库珀
34369,soymilk,豆奶
34370,diatom,硅藻
34371,piton,皮顿
34372,universalize,通用化
34373,well-timed,恰逢其时
34374,overwrought,过度劳累
34375,minuet,小步舞曲
34376,war-fighting,打仗
34377,(argyle),(阿盖尔)
34378,high-stress,高压力
34379,planetesimal,小行星
34380,areawide,全区
34381,bioengineered,生物工程
34382,militarist,军国主义者
34383,spatio-temporal,时空
34384,ten-year-old,十岁的孩子
34385,buttery,黄油
34386,file-sharing,文件共享
34387,(prime),(主要)
34388,anti-immigration,反移民
34389,omnipresence,无所不在
34390,gar,加
34391,pas,PAS
34392,abjure,弃权书
34393,quotable,可引用
34394,gangland,黑帮
34395,fire-breathing,喷火
34396,kaput,卡普特
34397,joking,开玩笑的
34398,proneness,前倾性
34399,aerated,充气
34400,stockroom,库房
34401,wintering,越冬
34402,ingratitude,忘恩负义
34403,unbridgeable,不可逾越
34404,facilitative,促进作用
34405,labor-management,劳资关系
34406,crewmate,船员
34407,introversion,内向
34408,fez,FEZ
34409,fib,小谎
34410,crapshoot,胡说八道
34411,utilitarianism,功利主义
34412,prednisone,强的松
34413,cummerbund,宽腰带
34414,polyphonic,复调
34415,rectification,整改
34416,arum,阿鲁姆
34417,redistricting,重新划分选区
34418,watercooler,饮水机
34419,non-use,未使用
34420,bad-boy,坏孩子
34421,toned,已调音
34422,textuality,文本性
34423,room-temperature,常温
34424,bowing,鞠躬
34425,likability,讨人喜欢
34426,forgivable,可原谅的
34427,elusiveness,难以捉摸
34428,self-delusion,自欺欺人
34429,(mam),(妈妈)
34430,hoarding,囤积
34431,metallurgical,冶金
34432,time-share,分时分时
34433,high-scoring,高分
34434,jolly,乔利
34435,briquette,型煤
34436,deuce,平局
34437,interpretable,可解释的
34438,ostentation,炫耀
34439,anti-vietnam,反越
34440,get-out-the-vote,拉票
34441,cyberpunk,赛博朋克
34442,twitching,抽搐
34443,self-published,自行出版
34444,(madras),(马德拉斯)
34445,two-income,双收入家庭
34446,barrenness,不毛之地
34447,toxicological,毒理学
34448,nuts-and-bolts,螺母和螺栓
34449,wronged,受委屈
34450,disassembly,拆卸
34451,timberline,Timberline
34452,offending,令人不快
34453,fast-changing,日新月异
34454,nimbus,光轮
34455,suckling,吮吸
34456,privileging,享有特权
34457,pre-selected,预选
34458,convolution,卷积
34459,conjugation,共轭
34460,man-eater,食人族
34461,nomenklatura,命名克拉图拉
34462,(valerian),(Valerian)
34463,self-assertion,自我主张
34464,(armageddon),(世界末日)
34465,glassblower,玻璃吹塑机
34466,self-sacrificing,自我牺牲
34467,apologia,道歉
34468,peninsular,半岛
34469,smelting,冶炼
34470,depicted,已描绘
34471,riboflavin,核黄素
34472,public-housing,公共住房
34473,star-shaped,星形
34474,farmhand,农场工人
34475,contralateral,对侧
34476,hour-and-a-half,一个半小时
34477,inappropriateness,不恰当
34478,powder-blue,粉蓝
34479,overconsumption,过度消费
34480,ne'er-do-well,永远不会过得很好
34481,pony-tailed,马尾辫
34482,wangle,王乐
34483,niggling,小题大做
34484,brokered,中间人
34485,afro,非洲
34486,abyssinian,阿比西尼亚
34487,machine-made,机械制造
34488,phthalate,邻苯二甲酸酯
34489,triplicate,一式三份
34490,astigmatism,散光
34491,denier,丹尼尔号
34492,wampum,万普姆
34493,humanoid,类人生物
34494,rapier,剑杆
34495,spur-of-the-moment,一时冲动
34496,value-free,无价值
34497,debug,除错
34498,yellow-green,黄绿色
34499,hands-down,一目了然
34500,sowing,播种
34501,sweat-soaked,汗流浃背
34502,microstructure,显微结构
34503,pre-season,季前赛
34504,ironwood,铁树
34505,boldface,粗体
34506,belligerent,好战的
34507,deviant,反常的
34508,omnivorous,杂食性的
34509,positivist,实证主义者
34510,venusian,金星人
34511,maasai,马赛人
34512,banked,存入银行
34513,anti-japanese,抗日
34514,ejecta,弹出物
34515,combustor,燃烧室
34516,meditator,冥想者
34517,biocontrol,生物防治
34518,indo-european,印欧语
34519,sideman,赛德曼
34520,blistered,起水泡了
34521,coitus,性交
34522,third-class,三等舱
34523,resentfully,怨恨地
34524,readmission,重新入院
34525,muttered,喃喃地说
34526,information-processing,信息处理
34527,overexploitation,过度开采
34528,leptin,瘦素
34529,cabling,布线
34530,quality-control,质量控制
34531,creditable,值得称赞的
34532,pseudo-scientific,伪科学
34533,breezily,轻而易举地
34534,nuclear-powered,核动力
34535,collectivization,集团化
34536,reclassification,重新分类
34537,marquetry,字幕
34538,,
34539,healthfully,健康地
34540,initiated,已启动
34541,oh-oh,哦--哦
34542,trashcan,垃圾桶
34543,appraised,已评估
34544,bared,赤身裸体
34545,non-working,非工作状态
34546,ding,丁丁
34547,malarial,疟疾
34548,ever-larger,变得越来越大
34549,accordance,符合
34550,(larch),(落叶松)
34551,accrued,应计
34552,star-crossed,不幸的是
34553,micronutrient,微量营养素
34554,sequenced,已排序
34555,christ-like,像基督一样
34556,pinpoint,精确定位
34557,cultist,信仰者
34558,uplink,上行链路
34559,useable,可用
34560,before-and-after,前后
34561,juicer,榨汁机
34562,coleus,结节
34563,sedum,景天
34564,facetiously,可笑的是
34565,hand-me-down,二手-我-传下来的
34566,oratorical,演说家
34567,higher-paying,报酬更高
34568,railcar,有轨电车
34569,sangria,桑格里厄汽酒
34570,idealist,理想主义者
34571,befuddle,迷惑
34572,oarsman,划桨手
34573,arpeggio,琶音
34574,alight,下了车
34575,predefined,预定义
34576,abacus,算盘
34577,neoplatonic,新柏拉图主义
34578,temptress,魅力四射
34579,quick-fix,速成方案
34580,funny-looking,看起来很滑稽
34581,subregional,次区域
34582,country-style,乡村风格
34583,wherefore,为什么？
34584,alpaca,羊驼
34585,high-yielding,高产
34586,jelly-roll,果冻卷
34587,muley,穆雷
34588,chock,卡住
34589,reanimate,恢复活力
34590,barf,呕吐
34591,pediment,山墙
34592,scofflaw,藐视法律
34593,backlash,反冲
34594,daringly,大胆地
34595,paintball,彩弹
34596,ozone-depleting,臭氧消耗
34597,mid-teen,十几岁
34598,tahini,芝麻酱
34599,hoodoo,倒霉鬼
34600,welfare-to-work,从福利到工作
34601,on-court,在场上
34602,get-tough,变得强硬起来
34603,sixty-year-old,六十岁
34604,criminalization,犯罪化
34605,tweedy,特威迪
34606,acoustically,在声学上
34607,unfetter,不受束缚
34608,sickle-cell,镰刀形细胞
34609,shallowly,浅薄的
34610,near-miss,险些失手
34611,languor,疲倦
34612,stealer,偷车贼
34613,privateer,私家侦探
34614,jerkin,跳跃
34615,bumper-to-bumper,保险杠到保险杠
34616,tinderbox,火绒箱
34617,french-canadian,法裔加拿大人
34618,cosmetology,美容学
34619,(rancho),(兰乔)
34620,gizzard,肌腱
34621,better-looking,更好看
34622,multifunctional,多功能
34623,three-night,三晚
34624,(impressionist),(印象派)
34625,swept,扫掠
34626,cesium,铯
34627,patent-leather,漆皮
34628,glandular,腺体
34629,leaking,泄漏
34630,well-bred,有教养的
34631,eustachian,咽鼓手亚语
34632,tearoom,茶室
34633,grindstone,磨石
34634,lie-detector,测谎仪
34635,antipasto,开胃菜
34636,inoperative,不能操作
34637,country-club,乡村俱乐部
34638,bamboozle,骗局
34639,misbegotten,不合时宜
34640,introverted,内向的
34641,grueling,精疲力竭
34642,ventral,腹侧
34643,blow-dry,吹干
34644,slithering,滑行
34645,special-purpose,特殊用途
34646,hoarseness,声音嘶哑
34647,conviviality,快乐性
34648,bucking,颠簸
34649,refining,炼油
34650,shallow-water,浅水
34651,heterodox,非正统的
34652,dorsiflexion,背屈
34653,unflinchingly,坚定不移
34654,contextualization,语境化
34655,(regency),(摄政集团)
34656,pounded,遭受重创
34657,goop,Goop
34658,(yahoo),(雅虎)
34659,cannoli,油煎酥卷
34660,heatproof,耐热
34661,fruitfully,卓有成效
34662,short-term,短期
34663,reabsorb,重新吸收
34664,grizzle,灰熊
34665,rifleman,步枪手
34666,fairyland,仙境
34667,six-fold,六倍
34668,funhouse,游乐场
34669,waft,Waft
34670,chef/owner,厨师/店主
34671,klick,克里克
34672,gunmaker,枪械制造者
34673,strappy,皮带
34674,parenthetical,插入语
34675,anticoagulant,抗凝剂
